snr,machine,id,condition,file,path,waves_array
+6db,fan,id_06,abnormal,00000215.wav,E:\+6db/fan/id_06/abnormal/00000215.wav,"[-0.01410294 -0.01554489 -0.0178566  ... -0.00249481 -0.00490952
 -0.00837708]"
+6db,fan,id_06,abnormal,00000216.wav,E:\+6db/fan/id_06/abnormal/00000216.wav,"[-0.0108223  -0.01014709 -0.010849   ... -0.00414276 -0.00434113
 -0.00502014]"
+6db,fan,id_06,abnormal,00000217.wav,E:\+6db/fan/id_06/abnormal/00000217.wav,"[-9.1552734e-05  1.4343262e-03 -5.2642822e-04 ... -1.9775391e-02
 -1.5056610e-02 -8.8424683e-03]"
+6db,fan,id_06,abnormal,00000218.wav,E:\+6db/fan/id_06/abnormal/00000218.wav,"[-0.0027504   0.00078201  0.00348282 ...  0.00874329  0.00753784
  0.00654221]"
+6db,fan,id_06,abnormal,00000219.wav,E:\+6db/fan/id_06/abnormal/00000219.wav,"[ 0.0055809   0.0045433   0.00302124 ... -0.00021362 -0.00518799
 -0.00987625]"
+6db,fan,id_06,abnormal,00000220.wav,E:\+6db/fan/id_06/abnormal/00000220.wav,"[-0.01455688 -0.01585007 -0.01764297 ...  0.01411438  0.01445007
  0.01519394]"
+6db,fan,id_06,abnormal,00000221.wav,E:\+6db/fan/id_06/abnormal/00000221.wav,"[ 0.01067734  0.00849915  0.00418854 ... -0.01137924 -0.00724792
 -0.00334549]"
+6db,fan,id_06,abnormal,00000222.wav,E:\+6db/fan/id_06/abnormal/00000222.wav,"[ 0.00027466  0.00371933  0.00766754 ... -0.00383377 -0.00319672
 -0.00317001]"
+6db,fan,id_06,abnormal,00000223.wav,E:\+6db/fan/id_06/abnormal/00000223.wav,"[ 0.00088882  0.002388    0.00078964 ... -0.00152206 -0.00179291
 -0.00057602]"
+6db,fan,id_06,abnormal,00000224.wav,E:\+6db/fan/id_06/abnormal/00000224.wav,"[-0.00042343 -0.0006218  -0.00063705 ...  0.00878143  0.00693893
  0.00761414]"
+6db,fan,id_06,abnormal,00000225.wav,E:\+6db/fan/id_06/abnormal/00000225.wav,[0.00543594 0.00397491 0.00170898 ... 0.00112534 0.00291824 0.00318146]
+6db,fan,id_06,abnormal,00000226.wav,E:\+6db/fan/id_06/abnormal/00000226.wav,"[ 0.00117111 -0.0021553  -0.0045433  ... -0.01106262 -0.01235199
 -0.01328659]"
+6db,fan,id_06,abnormal,00000227.wav,E:\+6db/fan/id_06/abnormal/00000227.wav,"[-0.01209259 -0.01159668 -0.01246262 ... -0.0019722   0.00104141
  0.00263596]"
+6db,fan,id_06,abnormal,00000228.wav,E:\+6db/fan/id_06/abnormal/00000228.wav,[0.00749588 0.00758362 0.00821304 ... 0.00152969 0.00162125 0.0014534 ]
+6db,fan,id_06,abnormal,00000229.wav,E:\+6db/fan/id_06/abnormal/00000229.wav,"[-0.00093079 -0.00117111 -0.0033493  ...  0.00166702  0.00149536
  0.00252533]"
+6db,fan,id_06,abnormal,00000230.wav,E:\+6db/fan/id_06/abnormal/00000230.wav,[0.00404739 0.00370407 0.00160599 ... 0.00442505 0.00281143 0.002285  ]
+6db,fan,id_06,abnormal,00000231.wav,E:\+6db/fan/id_06/abnormal/00000231.wav,[0.00036621 0.00136566 0.00099182 ... 0.00745392 0.00919724 0.00971603]
+6db,fan,id_06,abnormal,00000232.wav,E:\+6db/fan/id_06/abnormal/00000232.wav,[0.01353836 0.01306915 0.01097488 ... 0.00061035 0.0007019  0.00025177]
+6db,fan,id_06,abnormal,00000233.wav,E:\+6db/fan/id_06/abnormal/00000233.wav,"[-0.00138855 -0.00242615 -0.0034523  ...  0.00214005  0.00152969
  0.00098038]"
+6db,fan,id_06,abnormal,00000234.wav,E:\+6db/fan/id_06/abnormal/00000234.wav,"[ 0.00019073 -0.00099945 -0.00292206 ... -0.00511932 -0.00447845
 -0.00485992]"
+6db,fan,id_06,abnormal,00000235.wav,E:\+6db/fan/id_06/abnormal/00000235.wav,"[-0.00422287 -0.00703812 -0.00942612 ...  0.01819229  0.01794815
  0.01873016]"
+6db,fan,id_06,abnormal,00000236.wav,E:\+6db/fan/id_06/abnormal/00000236.wav,"[ 0.01863098  0.01769257  0.01663589 ... -0.01934052 -0.01431656
 -0.00742722]"
+6db,fan,id_06,abnormal,00000237.wav,E:\+6db/fan/id_06/abnormal/00000237.wav,[0.0018692  0.00174332 0.0014267  ... 0.00224304 0.00246429 0.0028801 ]
+6db,fan,id_06,abnormal,00000238.wav,E:\+6db/fan/id_06/abnormal/00000238.wav,[0.00382233 0.0029068  0.00274277 ... 0.00125122 0.00141144 0.00143051]
+6db,fan,id_06,abnormal,00000239.wav,E:\+6db/fan/id_06/abnormal/00000239.wav,"[ 6.8664551e-05 -8.2778931e-04 -1.8348694e-03 ...  1.8196106e-03
  1.4305115e-03  1.3694763e-03]"
+6db,fan,id_06,abnormal,00000240.wav,E:\+6db/fan/id_06/abnormal/00000240.wav,"[-0.00299072 -0.00284195 -0.00363159 ... -0.00305939 -0.00210571
 -0.00242615]"
+6db,fan,id_06,abnormal,00000241.wav,E:\+6db/fan/id_06/abnormal/00000241.wav,"[-0.00081253 -0.0008316  -0.00127411 ... -0.00117111 -0.00061417
  0.00241852]"
+6db,fan,id_06,abnormal,00000242.wav,E:\+6db/fan/id_06/abnormal/00000242.wav,[0.00134277 0.00071335 0.00089264 ... 0.00220871 0.0007515  0.00018311]
+6db,fan,id_06,abnormal,00000243.wav,E:\+6db/fan/id_06/abnormal/00000243.wav,"[ 0.00067902  0.00062561  0.00033188 ... -0.00030518 -0.00136948
 -0.00106049]"
+6db,fan,id_06,abnormal,00000244.wav,E:\+6db/fan/id_06/abnormal/00000244.wav,"[-0.00157166 -0.00233841 -0.00340271 ... -0.00074005 -0.00046158
 -0.00069046]"
+6db,fan,id_06,abnormal,00000245.wav,E:\+6db/fan/id_06/abnormal/00000245.wav,"[-0.00079727 -0.00040054 -0.0003891  ...  0.00238419  0.00110626
  0.00051498]"
+6db,fan,id_06,abnormal,00000246.wav,E:\+6db/fan/id_06/abnormal/00000246.wav,"[-0.00555038 -0.00587082 -0.00586319 ...  0.00373459  0.00217438
  0.00283813]"
+6db,fan,id_06,abnormal,00000247.wav,E:\+6db/fan/id_06/abnormal/00000247.wav,[0.00113297 0.00193787 0.00225449 ... 0.00241852 0.00312805 0.00275803]
+6db,fan,id_06,abnormal,00000248.wav,E:\+6db/fan/id_06/abnormal/00000248.wav,"[-0.00170135 -0.0017662  -0.0017128  ...  0.00072861  0.00079346
  0.00138474]"
+6db,fan,id_06,abnormal,00000249.wav,E:\+6db/fan/id_06/abnormal/00000249.wav,"[ 1.4877319e-04 -6.8664551e-05 -4.6539307e-04 ... -3.4751892e-03
 -3.9901733e-03 -3.0021667e-03]"
+6db,fan,id_06,abnormal,00000250.wav,E:\+6db/fan/id_06/abnormal/00000250.wav,"[-0.00246429 -0.00244522 -0.00101852 ... -0.00443268 -0.00550842
 -0.00486374]"
+6db,fan,id_06,abnormal,00000251.wav,E:\+6db/fan/id_06/abnormal/00000251.wav,"[-0.00138092 -0.0003891  -0.00117111 ... -0.00023651  0.00165176
  0.0015831 ]"
+6db,fan,id_06,abnormal,00000252.wav,E:\+6db/fan/id_06/abnormal/00000252.wav,"[-0.00175476 -0.00244522 -0.00333023 ...  0.0039444   0.00420761
  0.0042038 ]"
+6db,fan,id_06,abnormal,00000253.wav,E:\+6db/fan/id_06/abnormal/00000253.wav,[0.00312805 0.00424576 0.00420761 ... 0.00336838 0.00271606 0.00137711]
+6db,fan,id_06,abnormal,00000254.wav,E:\+6db/fan/id_06/abnormal/00000254.wav,"[-0.00043869 -0.0017395  -0.00155258 ... -0.00152206 -0.00017929
  0.00064468]"
+6db,fan,id_06,abnormal,00000255.wav,E:\+6db/fan/id_06/abnormal/00000255.wav,"[-2.1743774e-04 -1.2054443e-03  3.0517578e-05 ...  4.4631958e-04
 -4.4631958e-04 -1.3542175e-03]"
+6db,fan,id_06,abnormal,00000256.wav,E:\+6db/fan/id_06/abnormal/00000256.wav,"[-0.00041199  0.0014801   0.00200272 ... -0.00196457 -0.00315094
 -0.00444031]"
+6db,fan,id_06,abnormal,00000257.wav,E:\+6db/fan/id_06/abnormal/00000257.wav,"[-2.6741028e-03 -4.0588379e-03 -2.8343201e-03 ... -1.4114380e-04
 -9.9182129e-04  3.8146973e-06]"
+6db,fan,id_06,abnormal,00000258.wav,E:\+6db/fan/id_06/abnormal/00000258.wav,[0.00543213 0.00617981 0.00727463 ... 0.00314331 0.00312805 0.00154495]
+6db,fan,id_06,abnormal,00000259.wav,E:\+6db/fan/id_06/abnormal/00000259.wav,"[ 0.001194    0.00119019  0.00094986 ... -0.00137711 -0.00127792
 -0.00136185]"
+6db,fan,id_06,abnormal,00000260.wav,E:\+6db/fan/id_06/abnormal/00000260.wav,"[-1.7738342e-03 -1.0299683e-03 -6.4849854e-05 ...  2.9487610e-03
  3.5781860e-03  3.0822754e-03]"
+6db,fan,id_06,abnormal,00000261.wav,E:\+6db/fan/id_06/abnormal/00000261.wav,"[ 2.1209717e-03 -6.4849854e-05 -1.2741089e-03 ...  3.6315918e-03
  2.3078918e-03  1.8005371e-03]"
+6db,fan,id_06,abnormal,00000262.wav,E:\+6db/fan/id_06/abnormal/00000262.wav,[0.00276947 0.00227737 0.00129318 ... 0.00144958 0.00193024 0.0025177 ]
+6db,fan,id_06,abnormal,00000263.wav,E:\+6db/fan/id_06/abnormal/00000263.wav,"[-2.0942688e-03 -2.4223328e-03 -2.3193359e-03 ... -2.3269653e-03
 -1.2817383e-03  4.1961670e-05]"
+6db,fan,id_06,abnormal,00000264.wav,E:\+6db/fan/id_06/abnormal/00000264.wav,"[ 0.0015564   0.00204849  0.0018158  ... -0.00274658 -0.00312042
 -0.00258636]"
+6db,fan,id_06,abnormal,00000265.wav,E:\+6db/fan/id_06/abnormal/00000265.wav,"[-0.00336075 -0.0036087  -0.00402069 ...  0.00278854  0.00319672
  0.00307846]"
+6db,fan,id_06,abnormal,00000266.wav,E:\+6db/fan/id_06/abnormal/00000266.wav,"[-0.00268936 -0.00306702 -0.00304413 ... -0.00289154 -0.00171661
 -0.00082779]"
+6db,fan,id_06,abnormal,00000267.wav,E:\+6db/fan/id_06/abnormal/00000267.wav,"[4.6882629e-03 3.3340454e-03 1.6899109e-03 ... 6.1416626e-04 9.5748901e-04
 7.6293945e-05]"
+6db,fan,id_06,abnormal,00000268.wav,E:\+6db/fan/id_06/abnormal/00000268.wav,[0.00267792 0.00415039 0.00576782 ... 0.0033989  0.00402451 0.00533676]
+6db,fan,id_06,abnormal,00000269.wav,E:\+6db/fan/id_06/abnormal/00000269.wav,[0.00254822 0.00377274 0.0051918  ... 0.00266266 0.00402451 0.00477982]
+6db,fan,id_06,abnormal,00000270.wav,E:\+6db/fan/id_06/abnormal/00000270.wav,"[ 0.00556946  0.00519562  0.0038147  ... -0.00032425  0.00107956
  0.00065231]"
+6db,fan,id_06,abnormal,00000271.wav,E:\+6db/fan/id_06/abnormal/00000271.wav,"[-0.00222397 -0.0016098  -0.00165558 ... -0.00045776 -0.00029373
  0.00088501]"
+6db,fan,id_06,abnormal,00000272.wav,E:\+6db/fan/id_06/abnormal/00000272.wav,"[-0.00227356 -0.00267792 -0.0022049  ...  0.0041008   0.00373077
  0.00390244]"
+6db,fan,id_06,abnormal,00000273.wav,E:\+6db/fan/id_06/abnormal/00000273.wav,"[-0.00118637 -0.0008316  -0.00163269 ...  0.00094986  0.0014267
  0.00216675]"
+6db,fan,id_06,abnormal,00000274.wav,E:\+6db/fan/id_06/abnormal/00000274.wav,"[-3.7956238e-03 -3.3378601e-03 -2.6893616e-03 ...  8.7738037e-05
 -8.9645386e-04 -2.5253296e-03]"
+6db,fan,id_06,abnormal,00000275.wav,E:\+6db/fan/id_06/abnormal/00000275.wav,"[-0.00463867 -0.00422287 -0.00405884 ...  0.00018692  0.00084305
  0.00121689]"
+6db,fan,id_06,abnormal,00000276.wav,E:\+6db/fan/id_06/abnormal/00000276.wav,"[-0.00192261 -0.001297   -0.00201035 ... -0.00330353 -0.00331497
 -0.00384903]"
+6db,fan,id_06,abnormal,00000277.wav,E:\+6db/fan/id_06/abnormal/00000277.wav,"[-0.00404358 -0.00346756 -0.00273132 ...  0.00270844  0.00077438
 -0.00020599]"
+6db,fan,id_06,abnormal,00000278.wav,E:\+6db/fan/id_06/abnormal/00000278.wav,"[-0.00416946 -0.00422668 -0.00325775 ... -0.00016022 -0.00058365
 -0.00128555]"
+6db,fan,id_06,abnormal,00000279.wav,E:\+6db/fan/id_06/abnormal/00000279.wav,"[-2.2621155e-03 -2.7885437e-03 -3.3340454e-03 ... -1.1024475e-03
 -8.1253052e-04 -8.0108643e-05]"
+6db,fan,id_06,abnormal,00000280.wav,E:\+6db/fan/id_06/abnormal/00000280.wav,[0.00139236 0.00224304 0.00222778 ... 0.00212097 0.00322723 0.00333786]
+6db,fan,id_06,abnormal,00000281.wav,E:\+6db/fan/id_06/abnormal/00000281.wav,"[ 0.00179291  0.00281525  0.00398254 ... -0.00156403 -0.00214767
 -0.00138474]"
+6db,fan,id_06,abnormal,00000282.wav,E:\+6db/fan/id_06/abnormal/00000282.wav,"[ 0.00083923  0.00051117  0.00225449 ... -0.00459671 -0.00458145
 -0.0021286 ]"
+6db,fan,id_06,abnormal,00000283.wav,E:\+6db/fan/id_06/abnormal/00000283.wav,"[ 0.0007019   0.00072098  0.00039291 ... -0.00114822 -0.00238419
 -0.00198746]"
+6db,fan,id_06,abnormal,00000284.wav,E:\+6db/fan/id_06/abnormal/00000284.wav,"[ 0.00169754  0.00072479 -0.00020981 ... -0.0025444  -0.00387573
 -0.00436783]"
+6db,fan,id_06,abnormal,00000285.wav,E:\+6db/fan/id_06/abnormal/00000285.wav,"[-0.00423813 -0.00337219 -0.0008812  ...  0.00200653  0.00053787
 -0.00086975]"
+6db,fan,id_06,abnormal,00000286.wav,E:\+6db/fan/id_06/abnormal/00000286.wav,"[ 0.00202179  0.00474548  0.00602722 ... -0.00540543 -0.00484467
 -0.00570297]"
+6db,fan,id_06,abnormal,00000287.wav,E:\+6db/fan/id_06/abnormal/00000287.wav,"[-0.00179672 -0.00232315 -0.00400925 ... -0.00230026 -0.00260162
 -0.00295639]"
+6db,fan,id_06,abnormal,00000288.wav,E:\+6db/fan/id_06/abnormal/00000288.wav,"[-0.00424576 -0.00502396 -0.00419617 ...  0.00154877  0.00107956
 -0.00033569]"
+6db,fan,id_06,abnormal,00000289.wav,E:\+6db/fan/id_06/abnormal/00000289.wav,"[-0.00244904 -0.00245285 -0.00201035 ...  0.00100708  0.00188065
  0.00397873]"
+6db,fan,id_06,abnormal,00000290.wav,E:\+6db/fan/id_06/abnormal/00000290.wav,[0.00279236 0.00344086 0.00300217 ... 0.00400543 0.00418091 0.00432968]
+6db,fan,id_06,abnormal,00000291.wav,E:\+6db/fan/id_06/abnormal/00000291.wav,"[ 0.00115585  0.00255585  0.00378036 ... -0.00092697 -0.00097656
  0.00026703]"
+6db,fan,id_06,abnormal,00000292.wav,E:\+6db/fan/id_06/abnormal/00000292.wav,"[ 0.00140381  0.00169754  0.0016861  ... -0.00035858  0.00123215
  0.00271225]"
+6db,fan,id_06,abnormal,00000293.wav,E:\+6db/fan/id_06/abnormal/00000293.wav,"[-0.00291443 -0.00340652 -0.00504684 ...  0.00206375  0.00325775
  0.00353622]"
+6db,fan,id_06,abnormal,00000294.wav,E:\+6db/fan/id_06/abnormal/00000294.wav,"[ 0.00406265  0.00413895  0.00344086 ... -0.00058365 -0.0002861
 -0.0007019 ]"
+6db,fan,id_06,abnormal,00000295.wav,E:\+6db/fan/id_06/abnormal/00000295.wav,"[ 0.00292969  0.00136185  0.00086594 ... -0.00461578 -0.00471497
 -0.00440216]"
+6db,fan,id_06,abnormal,00000296.wav,E:\+6db/fan/id_06/abnormal/00000296.wav,"[ 0.00025177  0.00108719 -0.0006218  ...  0.00011826  0.00080109
  0.00148392]"
+6db,fan,id_06,abnormal,00000297.wav,E:\+6db/fan/id_06/abnormal/00000297.wav,"[-0.00092316 -0.00167847 -0.00147629 ...  0.00407028  0.00339508
  0.00336075]"
+6db,fan,id_06,abnormal,00000298.wav,E:\+6db/fan/id_06/abnormal/00000298.wav,[0.00178528 0.00145721 0.00176239 ... 0.00185776 0.00230026 0.00274277]
+6db,fan,id_06,abnormal,00000299.wav,E:\+6db/fan/id_06/abnormal/00000299.wav,"[-0.00400543 -0.00343323 -0.0031929  ...  0.00138855  0.0014801
  0.00109482]"
+6db,fan,id_06,abnormal,00000300.wav,E:\+6db/fan/id_06/abnormal/00000300.wav,"[-0.00387192 -0.00481796 -0.00465775 ...  0.00424576  0.00514221
  0.00524139]"
+6db,fan,id_06,abnormal,00000301.wav,E:\+6db/fan/id_06/abnormal/00000301.wav,[0.00459671 0.00365448 0.00266647 ... 0.00217438 0.00151443 0.00329208]
+6db,fan,id_06,abnormal,00000302.wav,E:\+6db/fan/id_06/abnormal/00000302.wav,[0.00439072 0.00327682 0.00313187 ... 0.00125122 0.00076294 0.00079346]
+6db,fan,id_06,abnormal,00000303.wav,E:\+6db/fan/id_06/abnormal/00000303.wav,"[ 7.2479248e-05 -2.1743774e-04 -9.3841553e-04 ... -1.8615723e-03
 -1.4114380e-03 -9.1171265e-04]"
+6db,fan,id_06,abnormal,00000304.wav,E:\+6db/fan/id_06/abnormal/00000304.wav,[0.00265503 0.00159073 0.00057983 ... 0.00358963 0.00330353 0.00170898]
+6db,fan,id_06,abnormal,00000305.wav,E:\+6db/fan/id_06/abnormal/00000305.wav,"[-0.00236511 -0.0033226  -0.004673   ...  0.00172424  0.00149155
  0.00223923]"
+6db,fan,id_06,abnormal,00000306.wav,E:\+6db/fan/id_06/abnormal/00000306.wav,"[-0.00136185 -0.00088882  0.00016785 ... -0.00573349 -0.00474548
 -0.00387955]"
+6db,fan,id_06,abnormal,00000307.wav,E:\+6db/fan/id_06/abnormal/00000307.wav,"[-1.6517639e-03 -3.1166077e-03 -3.7422180e-03 ... -1.0604858e-03
 -5.3405762e-05 -1.5640259e-04]"
+6db,fan,id_06,abnormal,00000308.wav,E:\+6db/fan/id_06/abnormal/00000308.wav,"[7.3776245e-03 8.2168579e-03 8.8920593e-03 ... 1.6784668e-04 8.0108643e-05
 3.0136108e-04]"
+6db,fan,id_06,abnormal,00000309.wav,E:\+6db/fan/id_06/abnormal/00000309.wav,"[ 0.00692368  0.00931549  0.01063919 ... -0.0020752  -0.00177765
 -0.00113297]"
+6db,fan,id_06,abnormal,00000310.wav,E:\+6db/fan/id_06/abnormal/00000310.wav,"[-0.00079346  0.00061417  0.00031281 ...  0.00142288 -0.00029373
 -0.00096512]"
+6db,fan,id_06,abnormal,00000311.wav,E:\+6db/fan/id_06/abnormal/00000311.wav,"[-0.00095367  0.00045013  0.00115585 ... -0.00086594 -0.00131226
 -0.00125885]"
+6db,fan,id_06,abnormal,00000312.wav,E:\+6db/fan/id_06/abnormal/00000312.wav,"[ 1.4266968e-03  1.2550354e-03  1.9645691e-03 ... -1.8196106e-03
 -1.4686584e-03 -8.7738037e-05]"
+6db,fan,id_06,abnormal,00000313.wav,E:\+6db/fan/id_06/abnormal/00000313.wav,"[-0.00073242 -0.00102615 -0.00239944 ... -0.00096512 -0.00157547
 -0.00097656]"
+6db,fan,id_06,abnormal,00000314.wav,E:\+6db/fan/id_06/abnormal/00000314.wav,"[-6.1950684e-03 -6.9007874e-03 -7.3394775e-03 ...  1.9073486e-05
 -1.9454956e-03 -2.6054382e-03]"
+6db,fan,id_06,abnormal,00000315.wav,E:\+6db/fan/id_06/abnormal/00000315.wav,"[-0.00457764 -0.004776   -0.00511169 ...  0.00294495  0.00058365
 -0.0005455 ]"
+6db,fan,id_06,abnormal,00000316.wav,E:\+6db/fan/id_06/abnormal/00000316.wav,[0.00073624 0.00213242 0.00207901 ... 0.00391769 0.00431442 0.00507355]
+6db,fan,id_06,abnormal,00000317.wav,E:\+6db/fan/id_06/abnormal/00000317.wav,"[-0.00459671 -0.00524139 -0.00476456 ...  0.00633621  0.00600052
  0.00660706]"
+6db,fan,id_06,abnormal,00000318.wav,E:\+6db/fan/id_06/abnormal/00000318.wav,[0.0080719  0.00718307 0.00705719 ... 0.00133896 0.00247192 0.00369263]
+6db,fan,id_06,abnormal,00000319.wav,E:\+6db/fan/id_06/abnormal/00000319.wav,"[-0.0020752  -0.00133514 -0.00069046 ...  0.00254059  0.00231552
  0.00324249]"
+6db,fan,id_06,abnormal,00000320.wav,E:\+6db/fan/id_06/abnormal/00000320.wav,"[-0.00109482 -0.00135803 -0.0004158  ... -0.0023613  -0.00225067
 -0.00258636]"
+6db,fan,id_06,abnormal,00000321.wav,E:\+6db/fan/id_06/abnormal/00000321.wav,"[-0.00624084 -0.00527954 -0.00424576 ...  0.00203705  0.00212097
  0.00232697]"
+6db,fan,id_06,abnormal,00000322.wav,E:\+6db/fan/id_06/abnormal/00000322.wav,"[-0.00419998 -0.00397873 -0.00360107 ...  0.00416183  0.00480652
  0.00247192]"
+6db,fan,id_06,abnormal,00000323.wav,E:\+6db/fan/id_06/abnormal/00000323.wav,"[ 1.5029907e-03 -9.1552734e-05 -1.4495850e-04 ... -3.6659241e-03
 -4.4555664e-03 -6.8778992e-03]"
+6db,fan,id_06,abnormal,00000324.wav,E:\+6db/fan/id_06/abnormal/00000324.wav,"[-2.1553040e-03 -1.0337830e-03  3.8146973e-05 ...  3.2958984e-03
  1.4610291e-03  1.1177063e-03]"
+6db,fan,id_06,abnormal,00000325.wav,E:\+6db/fan/id_06/abnormal/00000325.wav,"[-0.00157547 -0.00022888  0.00087357 ...  0.00258255  0.00250244
  0.00264359]"
+6db,fan,id_06,abnormal,00000326.wav,E:\+6db/fan/id_06/abnormal/00000326.wav,"[ 1.2588501e-04  4.4250488e-04  7.7438354e-04 ...  6.2561035e-04
 -3.4332275e-05 -1.8310547e-04]"
+6db,fan,id_06,abnormal,00000327.wav,E:\+6db/fan/id_06/abnormal/00000327.wav,"[-0.00030518 -0.00060654 -0.00080109 ...  0.00206757  0.00124741
  0.0001564 ]"
+6db,fan,id_06,abnormal,00000328.wav,E:\+6db/fan/id_06/abnormal/00000328.wav,"[ 0.0025444   0.00135422  0.00107574 ... -0.002388    0.00037003
  0.00194931]"
+6db,fan,id_06,abnormal,00000329.wav,E:\+6db/fan/id_06/abnormal/00000329.wav,"[-0.00088501 -0.00118637 -0.0018959  ...  0.00544357  0.00533295
  0.00434113]"
+6db,fan,id_06,abnormal,00000330.wav,E:\+6db/fan/id_06/abnormal/00000330.wav,[0.00686264 0.00761795 0.00678253 ... 0.00054169 0.00173187 0.00338364]
+6db,fan,id_06,abnormal,00000331.wav,E:\+6db/fan/id_06/abnormal/00000331.wav,"[-0.00191879 -0.00198364 -0.00292969 ...  0.00231934  0.00205994
  0.00270844]"
+6db,fan,id_06,abnormal,00000332.wav,E:\+6db/fan/id_06/abnormal/00000332.wav,[0.0063324  0.00543213 0.00401306 ... 0.00110245 0.00084305 0.00201797]
+6db,fan,id_06,abnormal,00000333.wav,E:\+6db/fan/id_06/abnormal/00000333.wav,"[-0.00091934  0.00041962  0.00114441 ... -0.00065613 -0.00084686
 -0.0012207 ]"
+6db,fan,id_06,abnormal,00000334.wav,E:\+6db/fan/id_06/abnormal/00000334.wav,"[-0.00106812  0.00101852  0.00256729 ... -0.00024033 -0.00040436
 -0.00070572]"
+6db,fan,id_06,abnormal,00000335.wav,E:\+6db/fan/id_06/abnormal/00000335.wav,"[-0.00693512 -0.0044899  -0.00302124 ... -0.0007019  -0.00231552
 -0.00213623]"
+6db,fan,id_06,abnormal,00000336.wav,E:\+6db/fan/id_06/abnormal/00000336.wav,"[-0.00345993 -0.00291061 -0.00188065 ... -0.0042305  -0.00521088
 -0.00629425]"
+6db,fan,id_06,abnormal,00000337.wav,E:\+6db/fan/id_06/abnormal/00000337.wav,"[-0.0074234  -0.00650024 -0.00658798 ...  0.00069427  0.00282288
  0.00424957]"
+6db,fan,id_06,abnormal,00000338.wav,E:\+6db/fan/id_06/abnormal/00000338.wav,"[ 0.00072861 -0.00033951 -0.00092316 ...  0.00026703  0.00104141
  0.00033951]"
+6db,fan,id_06,abnormal,00000339.wav,E:\+6db/fan/id_06/abnormal/00000339.wav,"[ 0.00265884  0.00348282  0.00136566 ... -0.00132751 -0.00247955
 -0.00233078]"
+6db,fan,id_06,abnormal,00000340.wav,E:\+6db/fan/id_06/abnormal/00000340.wav,"[ 0.00151062  0.00216675  0.00188828 ...  0.0029335  -0.00030518
 -0.00079727]"
+6db,fan,id_06,abnormal,00000341.wav,E:\+6db/fan/id_06/abnormal/00000341.wav,"[ 0.00439835  0.00348663  0.00305939 ... -0.00155258 -0.00229645
 -0.00318146]"
+6db,fan,id_06,abnormal,00000342.wav,E:\+6db/fan/id_06/abnormal/00000342.wav,"[-0.00120926  0.         -0.00026703 ...  0.00598526  0.00535202
  0.00531769]"
+6db,fan,id_06,abnormal,00000343.wav,E:\+6db/fan/id_06/abnormal/00000343.wav,"[-2.6321411e-04 -6.4849854e-05 -1.4572144e-03 ... -4.4975281e-03
 -4.8675537e-03 -5.1918030e-03]"
+6db,fan,id_06,abnormal,00000344.wav,E:\+6db/fan/id_06/abnormal/00000344.wav,"[-0.00296783 -0.00287247 -0.00117493 ... -0.00495529 -0.00456619
 -0.00389099]"
+6db,fan,id_06,abnormal,00000345.wav,E:\+6db/fan/id_06/abnormal/00000345.wav,"[ 0.00276566  0.00227356  0.00236511 ... -0.0018692  -0.00236511
 -0.00259018]"
+6db,fan,id_06,abnormal,00000346.wav,E:\+6db/fan/id_06/abnormal/00000346.wav,"[-0.00344086 -0.00336456 -0.00115967 ... -0.00373459 -0.00328064
 -0.00330734]"
+6db,fan,id_06,abnormal,00000347.wav,E:\+6db/fan/id_06/abnormal/00000347.wav,"[-0.00043869  0.00052643  0.00201035 ... -0.00512314 -0.00534058
 -0.00675583]"
+6db,fan,id_06,abnormal,00000348.wav,E:\+6db/fan/id_06/abnormal/00000348.wav,"[-0.00444794 -0.00473785 -0.00321198 ... -0.00091934 -0.00255203
 -0.00307465]"
+6db,fan,id_06,abnormal,00000349.wav,E:\+6db/fan/id_06/abnormal/00000349.wav,"[-0.00120544 -0.00149918 -0.00104904 ...  0.00031662  0.00083923
  0.00153351]"
+6db,fan,id_06,abnormal,00000350.wav,E:\+6db/fan/id_06/abnormal/00000350.wav,"[ 0.00374222  0.00399399  0.00336456 ...  0.0005722  -0.00014496
 -0.00027847]"
+6db,fan,id_06,abnormal,00000351.wav,E:\+6db/fan/id_06/abnormal/00000351.wav,"[-0.00160217 -0.00323105 -0.00294876 ... -0.00426865 -0.00532532
 -0.00624084]"
+6db,fan,id_06,abnormal,00000352.wav,E:\+6db/fan/id_06/abnormal/00000352.wav,"[ 0.00239944  0.00033951 -0.00151062 ...  0.00111008  0.00112915
  0.00056839]"
+6db,fan,id_06,abnormal,00000353.wav,E:\+6db/fan/id_06/abnormal/00000353.wav,"[-0.0011673  -0.00233459 -0.00257492 ... -0.0043869  -0.00338364
 -0.00348282]"
+6db,fan,id_06,abnormal,00000354.wav,E:\+6db/fan/id_06/abnormal/00000354.wav,"[-0.00288391 -0.00231552 -0.00097275 ...  0.00053024  0.00073624
  0.00152969]"
+6db,fan,id_06,abnormal,00000355.wav,E:\+6db/fan/id_06/abnormal/00000355.wav,"[ 5.7640076e-03  6.1912537e-03  6.0577393e-03 ... -5.7601929e-04
  5.3405762e-05 -4.8446655e-04]"
+6db,fan,id_06,abnormal,00000356.wav,E:\+6db/fan/id_06/abnormal/00000356.wav,[0.00217438 0.0033493  0.0037384  ... 0.00511169 0.00337982 0.00325012]
