snr,machine,id,condition,file,path,waves_array
+6db,pump,id_02,normal,00000768.wav,E:\+6db/pump/id_02/normal/00000768.wav,[0.0051918  0.00529099 0.004673   ... 0.00113678 0.00111771 0.00181961]
+6db,pump,id_02,normal,00000769.wav,E:\+6db/pump/id_02/normal/00000769.wav,"[-0.00206375 -0.00320435 -0.00333786 ...  0.00703049  0.00701141
  0.00739288]"
+6db,pump,id_02,normal,00000770.wav,E:\+6db/pump/id_02/normal/00000770.wav,"[ 0.00576019  0.00434875  0.00336838 ... -0.00480652 -0.00413513
 -0.00437164]"
+6db,pump,id_02,normal,00000771.wav,E:\+6db/pump/id_02/normal/00000771.wav,"[-0.00136566  0.0007515   0.00280762 ...  0.0036087   0.00284195
  0.0014534 ]"
+6db,pump,id_02,normal,00000772.wav,E:\+6db/pump/id_02/normal/00000772.wav,"[-0.00354385 -0.00410843 -0.00346756 ... -0.00391006 -0.00175858
  0.00075531]"
+6db,pump,id_02,normal,00000773.wav,E:\+6db/pump/id_02/normal/00000773.wav,"[ 0.00080872 -0.00078583 -0.00188446 ... -0.00224686 -0.00343704
 -0.00263977]"
+6db,pump,id_02,normal,00000774.wav,E:\+6db/pump/id_02/normal/00000774.wav,"[-0.00256348 -0.0033493  -0.0018959  ...  0.00268173  0.00496674
  0.00501251]"
+6db,pump,id_02,normal,00000775.wav,E:\+6db/pump/id_02/normal/00000775.wav,[0.00144958 0.00086975 0.00018311 ... 0.00226974 0.0030365  0.0019989 ]
+6db,pump,id_02,normal,00000776.wav,E:\+6db/pump/id_02/normal/00000776.wav,"[-0.00426483 -0.00374222 -0.00194931 ...  0.00127792  0.00273895
  0.00188446]"
+6db,pump,id_02,normal,00000777.wav,E:\+6db/pump/id_02/normal/00000777.wav,"[-0.00199127 -0.00167084 -0.00064468 ...  0.00415802  0.00298691
  0.00287628]"
+6db,pump,id_02,normal,00000778.wav,E:\+6db/pump/id_02/normal/00000778.wav,"[-0.00600052 -0.00624084 -0.00568771 ...  0.00281525  0.00292969
  0.00190353]"
+6db,pump,id_02,normal,00000779.wav,E:\+6db/pump/id_02/normal/00000779.wav,"[-0.00016785 -0.00086594 -0.00140762 ... -0.00411224 -0.00517273
 -0.00345993]"
+6db,pump,id_02,normal,00000780.wav,E:\+6db/pump/id_02/normal/00000780.wav,"[-0.00191116 -0.00040817  0.00028992 ...  0.0067749   0.00691605
  0.00626373]"
+6db,pump,id_02,normal,00000781.wav,E:\+6db/pump/id_02/normal/00000781.wav,"[ 0.00144577 -0.00090027 -0.00061417 ... -0.00429916 -0.00377655
 -0.00302505]"
+6db,pump,id_02,normal,00000782.wav,E:\+6db/pump/id_02/normal/00000782.wav,"[ 0.00016785 -0.00212097 -0.00230789 ...  0.00260544  0.00531769
  0.00839996]"
+6db,pump,id_02,normal,00000783.wav,E:\+6db/pump/id_02/normal/00000783.wav,[0.00939178 0.00995255 0.0080452  ... 0.00058365 0.00086212 0.00041199]
+6db,pump,id_02,normal,00000784.wav,E:\+6db/pump/id_02/normal/00000784.wav,"[-0.00062943  0.0006218   0.0028038  ... -0.00303268 -0.00143814
 -0.00039673]"
+6db,pump,id_02,normal,00000785.wav,E:\+6db/pump/id_02/normal/00000785.wav,"[ 0.00430679  0.00416565  0.00474548 ... -0.00252151 -0.00450516
 -0.00408554]"
+6db,pump,id_02,normal,00000786.wav,E:\+6db/pump/id_02/normal/00000786.wav,"[ 0.00059891  0.00425339  0.00363159 ...  0.00628662  0.00222397
 -0.00127411]"
+6db,pump,id_02,normal,00000787.wav,E:\+6db/pump/id_02/normal/00000787.wav,"[-0.00236511 -0.00231171 -0.00241852 ... -0.00197983 -0.00110245
 -0.00111008]"
+6db,pump,id_02,normal,00000788.wav,E:\+6db/pump/id_02/normal/00000788.wav,"[ 0.00384521  0.00349426  0.00229645 ... -0.00230408 -0.00234604
 -0.00143051]"
+6db,pump,id_02,normal,00000789.wav,E:\+6db/pump/id_02/normal/00000789.wav,"[-0.00377274 -0.00518799 -0.00634003 ... -0.00527954 -0.0034256
 -0.00086594]"
+6db,pump,id_02,normal,00000790.wav,E:\+6db/pump/id_02/normal/00000790.wav,"[ 0.00567245  0.0038414   0.00201416 ... -0.00296402 -0.00258255
  0.00115967]"
+6db,pump,id_02,normal,00000791.wav,E:\+6db/pump/id_02/normal/00000791.wav,"[ 1.9378662e-03  3.0860901e-03 -8.0108643e-05 ...  8.6975098e-04
  1.8424988e-03  2.3002625e-03]"
+6db,pump,id_02,normal,00000792.wav,E:\+6db/pump/id_02/normal/00000792.wav,"[ 0.00084305 -0.00087357 -0.00081253 ...  0.0033226   0.00072479
 -0.00113297]"
+6db,pump,id_02,normal,00000793.wav,E:\+6db/pump/id_02/normal/00000793.wav,"[-0.00483322 -0.00683594 -0.00577545 ...  0.00340652  0.00262833
 -0.00078964]"
+6db,pump,id_02,normal,00000794.wav,E:\+6db/pump/id_02/normal/00000794.wav,"[-0.00091934 -0.0014267  -0.0006752  ... -0.00455093 -0.00237274
 -0.00048447]"
+6db,pump,id_02,normal,00000795.wav,E:\+6db/pump/id_02/normal/00000795.wav,"[-0.00087738 -0.00027084 -0.00183105 ... -0.00595856 -0.00701523
 -0.00503922]"
+6db,pump,id_02,normal,00000796.wav,E:\+6db/pump/id_02/normal/00000796.wav,"[-0.00684738 -0.00548553 -0.00569153 ... -0.00566101 -0.00364685
 -0.001091  ]"
+6db,pump,id_02,normal,00000797.wav,E:\+6db/pump/id_02/normal/00000797.wav,"[-0.00086975  0.00063705  0.00019836 ...  0.         -0.00082779
 -0.00483322]"
+6db,pump,id_02,normal,00000798.wav,E:\+6db/pump/id_02/normal/00000798.wav,"[-0.00330353  0.00138855  0.00048447 ... -0.00136566 -0.00072861
  0.00131989]"
+6db,pump,id_02,normal,00000799.wav,E:\+6db/pump/id_02/normal/00000799.wav,"[ 9.9182129e-05 -3.1204224e-03 -5.6114197e-03 ...  8.4304810e-04
  1.6059875e-03  4.4250488e-04]"
+6db,pump,id_02,normal,00000800.wav,E:\+6db/pump/id_02/normal/00000800.wav,"[ 0.00208282  0.00095367  0.00169754 ... -0.00405502 -0.00583649
 -0.00508499]"
+6db,pump,id_02,normal,00000801.wav,E:\+6db/pump/id_02/normal/00000801.wav,"[-0.00159454  0.00079346  0.00287628 ... -0.00195312 -0.00417709
 -0.00400925]"
+6db,pump,id_02,normal,00000802.wav,E:\+6db/pump/id_02/normal/00000802.wav,"[-4.1580200e-03 -2.8610229e-03 -1.3313293e-03 ...  3.8146973e-06
  1.7547607e-04 -9.6130371e-04]"
+6db,pump,id_02,normal,00000803.wav,E:\+6db/pump/id_02/normal/00000803.wav,[0.00164795 0.00044632 0.00080872 ... 0.00730133 0.00558853 0.0026741 ]
+6db,pump,id_02,normal,00000804.wav,E:\+6db/pump/id_02/normal/00000804.wav,"[-0.00289917 -0.00490952 -0.00557327 ...  0.00158691  0.00217819
  0.00153351]"
+6db,pump,id_02,normal,00000805.wav,E:\+6db/pump/id_02/normal/00000805.wav,"[ 2.1743774e-04 -3.9672852e-04 -2.1514893e-03 ... -4.2724609e-04
  4.4250488e-04  3.8146973e-05]"
+6db,pump,id_02,normal,00000806.wav,E:\+6db/pump/id_02/normal/00000806.wav,"[-0.00309372 -0.0034256  -0.00415802 ...  0.00510788  0.00429153
  0.0031395 ]"
+6db,pump,id_02,normal,00000807.wav,E:\+6db/pump/id_02/normal/00000807.wav,"[-0.00053024 -0.00138474  0.00123978 ...  0.00205994  0.00274658
  0.00294495]"
+6db,pump,id_02,normal,00000808.wav,E:\+6db/pump/id_02/normal/00000808.wav,[0.00661087 0.00504684 0.00331497 ... 0.00420761 0.00366974 0.00330734]
+6db,pump,id_02,normal,00000809.wav,E:\+6db/pump/id_02/normal/00000809.wav,"[ 2.0332336e-03  8.7738037e-04  7.6293945e-05 ... -4.8675537e-03
 -1.8043518e-03 -5.9509277e-04]"
+6db,pump,id_02,normal,00000810.wav,E:\+6db/pump/id_02/normal/00000810.wav,[0.00251007 0.00117493 0.00183105 ... 0.00626755 0.00548553 0.0046463 ]
+6db,pump,id_02,normal,00000811.wav,E:\+6db/pump/id_02/normal/00000811.wav,"[ 0.007061    0.00505447  0.00356674 ... -0.00349045 -0.00391769
 -0.00494003]"
+6db,pump,id_02,normal,00000812.wav,E:\+6db/pump/id_02/normal/00000812.wav,"[-0.00285721 -0.00152969 -0.00011444 ...  0.00322342  0.00362015
  0.00124359]"
+6db,pump,id_02,normal,00000813.wav,E:\+6db/pump/id_02/normal/00000813.wav,"[ 0.00049973 -0.00202942 -0.00233459 ...  0.00623322  0.0069313
  0.00648117]"
+6db,pump,id_02,normal,00000814.wav,E:\+6db/pump/id_02/normal/00000814.wav,"[ 0.00463867  0.00168228 -0.00174332 ...  0.00102997  0.00150299
  0.00344086]"
+6db,pump,id_02,normal,00000815.wav,E:\+6db/pump/id_02/normal/00000815.wav,"[ 0.00544357  0.00209808  0.00015259 ... -0.00440598 -0.00774765
 -0.00518417]"
+6db,pump,id_02,normal,00000816.wav,E:\+6db/pump/id_02/normal/00000816.wav,"[-0.00017166  0.00343323  0.00661469 ... -0.00278473 -0.00389862
 -0.00415039]"
+6db,pump,id_02,normal,00000817.wav,E:\+6db/pump/id_02/normal/00000817.wav,"[ 0.00132751  0.00097275  0.00032425 ... -0.00118256 -0.00233078
 -0.00270844]"
+6db,pump,id_02,normal,00000818.wav,E:\+6db/pump/id_02/normal/00000818.wav,"[ 0.00503159  0.00706482  0.00763702 ... -0.00409317 -0.00052261
  0.00106812]"
+6db,pump,id_02,normal,00000819.wav,E:\+6db/pump/id_02/normal/00000819.wav,"[-0.00248337 -0.00343704 -0.00498199 ...  0.00262451  0.00444412
  0.00504684]"
+6db,pump,id_02,normal,00000820.wav,E:\+6db/pump/id_02/normal/00000820.wav,"[-0.00017166 -0.0003891  -0.00153351 ... -0.00022507 -0.00136185
 -0.00227356]"
+6db,pump,id_02,normal,00000821.wav,E:\+6db/pump/id_02/normal/00000821.wav,"[-0.00320816 -0.00435257 -0.00366592 ...  0.00398254  0.00506592
  0.0032196 ]"
+6db,pump,id_02,normal,00000822.wav,E:\+6db/pump/id_02/normal/00000822.wav,"[-0.00301743 -0.00310516 -0.00340652 ... -0.00030899 -0.00285339
 -0.00402832]"
+6db,pump,id_02,normal,00000823.wav,E:\+6db/pump/id_02/normal/00000823.wav,"[-0.00035095  0.00076294  0.00198364 ...  0.00251389  0.00269699
  0.00136185]"
+6db,pump,id_02,normal,00000824.wav,E:\+6db/pump/id_02/normal/00000824.wav,"[-0.00412369 -0.00508881 -0.00666809 ... -0.00460052 -0.00349426
 -0.00253677]"
+6db,pump,id_02,normal,00000825.wav,E:\+6db/pump/id_02/normal/00000825.wav,"[-0.00489807 -0.00417328 -0.00358582 ...  0.00189972 -0.00292206
 -0.00753021]"
+6db,pump,id_02,normal,00000826.wav,E:\+6db/pump/id_02/normal/00000826.wav,"[-4.7874451e-03 -6.1035156e-05  1.2321472e-03 ... -1.0185242e-03
 -9.7656250e-04 -9.6511841e-04]"
+6db,pump,id_02,normal,00000827.wav,E:\+6db/pump/id_02/normal/00000827.wav,"[-1.0528564e-03  6.1035156e-05 -2.2506714e-04 ... -9.3078613e-04
  4.4326782e-03  5.0354004e-03]"
+6db,pump,id_02,normal,00000828.wav,E:\+6db/pump/id_02/normal/00000828.wav,[0.00569153 0.00434113 0.00311661 ... 0.00115585 0.0008316  0.00064468]
+6db,pump,id_02,normal,00000829.wav,E:\+6db/pump/id_02/normal/00000829.wav,"[-0.00087738 -0.00123596 -0.00253677 ... -0.000103    0.00129318
  0.00058746]"
+6db,pump,id_02,normal,00000830.wav,E:\+6db/pump/id_02/normal/00000830.wav,"[-0.00159836 -0.0026474  -0.00226593 ...  0.00504303  0.00588226
  0.00586319]"
+6db,pump,id_02,normal,00000831.wav,E:\+6db/pump/id_02/normal/00000831.wav,"[-0.00263977 -0.00111389 -0.00242233 ... -0.00168228  0.00033569
  0.00199127]"
+6db,pump,id_02,normal,00000832.wav,E:\+6db/pump/id_02/normal/00000832.wav,"[ 0.00391769  0.00317001  0.00395584 ... -0.00140381 -0.00142288
 -0.00242233]"
+6db,pump,id_02,normal,00000833.wav,E:\+6db/pump/id_02/normal/00000833.wav,"[-0.00014496  0.00310898  0.0038414  ...  0.00135422  0.00496674
  0.00625992]"
+6db,pump,id_02,normal,00000834.wav,E:\+6db/pump/id_02/normal/00000834.wav,"[ 0.00402832  0.00398254  0.00349426 ... -0.00042725 -0.0016098
 -0.00214005]"
+6db,pump,id_02,normal,00000835.wav,E:\+6db/pump/id_02/normal/00000835.wav,"[-0.00367737 -0.00230026 -0.00153732 ...  0.00626755  0.00575256
  0.00553131]"
+6db,pump,id_02,normal,00000836.wav,E:\+6db/pump/id_02/normal/00000836.wav,"[ 0.00263214  0.00048447  0.0003624  ... -0.00203705 -0.001091
 -0.00134659]"
+6db,pump,id_02,normal,00000837.wav,E:\+6db/pump/id_02/normal/00000837.wav,"[ 0.00119781  0.00328445  0.00176239 ... -0.00688553 -0.00951004
 -0.0111084 ]"
+6db,pump,id_02,normal,00000838.wav,E:\+6db/pump/id_02/normal/00000838.wav,"[-0.01116943 -0.01044464 -0.0103302  ... -0.00058746 -0.00087738
  0.00047684]"
+6db,pump,id_02,normal,00000839.wav,E:\+6db/pump/id_02/normal/00000839.wav,"[ 0.00012589 -0.00016403  0.0006485  ...  0.00424957  0.0031662
  0.00209427]"
+6db,pump,id_02,normal,00000840.wav,E:\+6db/pump/id_02/normal/00000840.wav,"[ 0.00197983  0.00099945 -0.00125885 ...  0.00349045  0.0021019
 -0.00086594]"
+6db,pump,id_02,normal,00000841.wav,E:\+6db/pump/id_02/normal/00000841.wav,"[-0.00307846 -0.00434875 -0.00402451 ...  0.00490189  0.00488663
  0.00224304]"
+6db,pump,id_02,normal,00000842.wav,E:\+6db/pump/id_02/normal/00000842.wav,"[-0.00110626 -0.00458145 -0.00429535 ...  0.00295258  0.00346756
  0.00274658]"
+6db,pump,id_02,normal,00000843.wav,E:\+6db/pump/id_02/normal/00000843.wav,"[ 0.00844193  0.00910187  0.00728226 ...  0.00087357 -0.00188828
 -0.00255585]"
+6db,pump,id_02,normal,00000844.wav,E:\+6db/pump/id_02/normal/00000844.wav,"[ 0.00106812  0.00055313 -0.00010681 ... -0.0062561  -0.00834656
 -0.00598526]"
+6db,pump,id_02,normal,00000845.wav,E:\+6db/pump/id_02/normal/00000845.wav,"[-0.00492859 -0.00439072 -0.00190735 ...  0.00203323  0.00099945
  0.00051498]"
+6db,pump,id_02,normal,00000846.wav,E:\+6db/pump/id_02/normal/00000846.wav,"[ 0.00295258  0.00313187  0.00415039 ... -0.00570297 -0.00398636
 -0.00255966]"
+6db,pump,id_02,normal,00000847.wav,E:\+6db/pump/id_02/normal/00000847.wav,"[-0.00064087 -0.00083542 -0.00081635 ...  0.00041199  0.00101852
  0.00168228]"
+6db,pump,id_02,normal,00000848.wav,E:\+6db/pump/id_02/normal/00000848.wav,"[ 3.6621094e-03  3.1051636e-03  1.7204285e-03 ...  1.5411377e-03
  2.2888184e-05 -2.5367737e-03]"
+6db,pump,id_02,normal,00000849.wav,E:\+6db/pump/id_02/normal/00000849.wav,"[-0.00413132 -0.00722504 -0.00971603 ... -0.00428772 -0.00277328
  0.00051498]"
+6db,pump,id_02,normal,00000850.wav,E:\+6db/pump/id_02/normal/00000850.wav,"[ 0.00106049  0.00026703 -0.00170898 ...  0.00269318  0.00510406
  0.00483704]"
+6db,pump,id_02,normal,00000851.wav,E:\+6db/pump/id_02/normal/00000851.wav,"[ 0.00391006  0.00376511  0.00230789 ... -0.00279236 -0.00114059
  0.00066757]"
+6db,pump,id_02,normal,00000852.wav,E:\+6db/pump/id_02/normal/00000852.wav,"[-0.00231171 -0.00268173 -0.00265884 ...  0.00301743  0.00320816
  0.00349426]"
+6db,pump,id_02,normal,00000853.wav,E:\+6db/pump/id_02/normal/00000853.wav,"[ 0.00126648 -0.00296783 -0.00859833 ...  0.00312805  0.00241852
 -0.00074768]"
+6db,pump,id_02,normal,00000854.wav,E:\+6db/pump/id_02/normal/00000854.wav,"[ 0.00087357  0.00211334  0.00387955 ... -0.00553894 -0.00327682
 -0.00183868]"
+6db,pump,id_02,normal,00000855.wav,E:\+6db/pump/id_02/normal/00000855.wav,"[ 0.00021362  0.00193405  0.00648499 ... -0.00420761 -0.00192642
  0.0002861 ]"
+6db,pump,id_02,normal,00000856.wav,E:\+6db/pump/id_02/normal/00000856.wav,"[ 0.00201797 -0.00224304 -0.00531387 ...  0.00042725  0.00127411
  0.00034332]"
+6db,pump,id_02,normal,00000857.wav,E:\+6db/pump/id_02/normal/00000857.wav,"[-0.00221634 -0.00300217 -0.00334549 ...  0.00248337  0.00253677
  0.00434875]"
+6db,pump,id_02,normal,00000858.wav,E:\+6db/pump/id_02/normal/00000858.wav,[0.0016098  0.00205994 0.00190353 ... 0.00452805 0.00363541 0.00271225]
+6db,pump,id_02,normal,00000859.wav,E:\+6db/pump/id_02/normal/00000859.wav,"[-0.00017166 -0.00025558 -0.00053406 ...  0.0042572   0.00377655
  0.00294113]"
+6db,pump,id_02,normal,00000860.wav,E:\+6db/pump/id_02/normal/00000860.wav,"[ 0.00263977 -0.00053024 -0.0017395  ... -0.00227356 -0.00182343
 -0.00110245]"
+6db,pump,id_02,normal,00000861.wav,E:\+6db/pump/id_02/normal/00000861.wav,[0.00121307 0.00096893 0.00269318 ... 0.002285   0.00443268 0.00419235]
+6db,pump,id_02,normal,00000862.wav,E:\+6db/pump/id_02/normal/00000862.wav,"[ 0.00465775  0.00152206 -0.00113678 ...  0.00369263  0.00168991
 -0.00142288]"
+6db,pump,id_02,normal,00000863.wav,E:\+6db/pump/id_02/normal/00000863.wav,"[-0.00209808 -0.0046196  -0.00524902 ... -0.00240326  0.00047684
  0.00154495]"
+6db,pump,id_02,normal,00000864.wav,E:\+6db/pump/id_02/normal/00000864.wav,"[ 0.00770569  0.00729752  0.00560379 ... -0.0064888  -0.00666046
 -0.00596237]"
+6db,pump,id_02,normal,00000865.wav,E:\+6db/pump/id_02/normal/00000865.wav,"[-0.00414276 -0.00246429  0.00178528 ...  0.00302887  0.00033951
  0.00183487]"
+6db,pump,id_02,normal,00000866.wav,E:\+6db/pump/id_02/normal/00000866.wav,"[ 0.00686646  0.00611877  0.00770187 ... -0.00304794 -0.00314331
 -0.00226212]"
+6db,pump,id_02,normal,00000867.wav,E:\+6db/pump/id_02/normal/00000867.wav,"[-1.8157959e-03 -6.8664551e-05  2.2048950e-03 ... -3.6430359e-03
 -3.2157898e-03 -2.6588440e-03]"
+6db,pump,id_02,normal,00000868.wav,E:\+6db/pump/id_02/normal/00000868.wav,"[ 0.00249863  0.00033951 -0.00013351 ... -0.008358   -0.00571823
  0.00164413]"
+6db,pump,id_02,normal,00000869.wav,E:\+6db/pump/id_02/normal/00000869.wav,"[ 0.00233078 -0.00311279 -0.00194168 ... -0.00151825 -0.00249481
 -0.0010643 ]"
+6db,pump,id_02,normal,00000870.wav,E:\+6db/pump/id_02/normal/00000870.wav,"[-5.4054260e-03 -6.3934326e-03 -3.7956238e-03 ...  3.3569336e-04
  9.5367432e-05  1.0833740e-03]"
+6db,pump,id_02,normal,00000871.wav,E:\+6db/pump/id_02/normal/00000871.wav,"[ 2.1286011e-03 -8.4686279e-04 -4.2266846e-03 ...  9.3078613e-04
 -1.1978149e-03 -7.2479248e-05]"
+6db,pump,id_02,normal,00000872.wav,E:\+6db/pump/id_02/normal/00000872.wav,"[-0.00161743  0.00021744  0.00314331 ... -0.00457764 -0.00669479
 -0.00772095]"
+6db,pump,id_02,normal,00000873.wav,E:\+6db/pump/id_02/normal/00000873.wav,"[-0.00751114 -0.00502777 -0.00286102 ... -0.00236511 -0.00122452
 -0.00079727]"
+6db,pump,id_02,normal,00000874.wav,E:\+6db/pump/id_02/normal/00000874.wav,"[-0.00360107 -0.00485611 -0.003685   ...  0.00310898  0.00327682
  0.00256348]"
+6db,pump,id_02,normal,00000875.wav,E:\+6db/pump/id_02/normal/00000875.wav,"[ 0.00148392  0.00148392  0.00033188 ... -0.0008812   0.00056458
  0.00019073]"
+6db,pump,id_02,normal,00000876.wav,E:\+6db/pump/id_02/normal/00000876.wav,[0.00362396 0.00424194 0.00265121 ... 0.00831985 0.00672913 0.00309372]
+6db,pump,id_02,normal,00000877.wav,E:\+6db/pump/id_02/normal/00000877.wav,"[-0.00078201 -0.00196457 -0.00074387 ...  0.00661087  0.00420761
  0.00428391]"
+6db,pump,id_02,normal,00000878.wav,E:\+6db/pump/id_02/normal/00000878.wav,"[ 0.00088501  0.00084305 -0.00011826 ...  0.00727081  0.01042938
  0.0114975 ]"
+6db,pump,id_02,normal,00000879.wav,E:\+6db/pump/id_02/normal/00000879.wav,"[ 0.00806808  0.00627899  0.00235367 ...  0.00220108  0.00092316
 -0.00049973]"
+6db,pump,id_02,normal,00000880.wav,E:\+6db/pump/id_02/normal/00000880.wav,"[-0.0013504  -0.00221634 -0.00028229 ...  0.00263977  0.00240326
  0.00165939]"
+6db,pump,id_02,normal,00000881.wav,E:\+6db/pump/id_02/normal/00000881.wav,"[ 0.00731277  0.00518036  0.00356674 ...  0.00020599 -0.00107574
 -0.00094604]"
+6db,pump,id_02,normal,00000882.wav,E:\+6db/pump/id_02/normal/00000882.wav,"[ 0.00053024 -0.0002327  -0.00130844 ... -0.0045166  -0.00050354
 -0.0007515 ]"
+6db,pump,id_02,normal,00000883.wav,E:\+6db/pump/id_02/normal/00000883.wav,"[ 1.1062622e-03  1.0032654e-03 -2.6702881e-05 ... -3.8986206e-03
 -6.1454773e-03 -7.5492859e-03]"
+6db,pump,id_02,normal,00000884.wav,E:\+6db/pump/id_02/normal/00000884.wav,"[-0.00696564 -0.00922012 -0.00860596 ...  0.00019073 -0.00196457
 -0.00328827]"
+6db,pump,id_02,normal,00000885.wav,E:\+6db/pump/id_02/normal/00000885.wav,"[ 0.00091553 -0.00127029 -0.00410461 ... -0.00548553 -0.00401688
 -0.00175858]"
+6db,pump,id_02,normal,00000886.wav,E:\+6db/pump/id_02/normal/00000886.wav,[0.00325012 0.00248718 0.00221634 ... 0.00256348 0.00444412 0.00642776]
+6db,pump,id_02,normal,00000887.wav,E:\+6db/pump/id_02/normal/00000887.wav,[0.00530624 0.00528336 0.0067215  ... 0.00379944 0.00382614 0.00239563]
+6db,pump,id_02,normal,00000888.wav,E:\+6db/pump/id_02/normal/00000888.wav,"[-0.0015564  -0.00212479  0.00040817 ...  0.00233078 -0.0002861
 -0.00165176]"
+6db,pump,id_02,normal,00000889.wav,E:\+6db/pump/id_02/normal/00000889.wav,"[-0.00531006 -0.0061264  -0.00590134 ...  0.00338745  0.00308609
  0.0018692 ]"
+6db,pump,id_02,normal,00000890.wav,E:\+6db/pump/id_02/normal/00000890.wav,"[ 0.00598145  0.00502014  0.00553513 ... -0.00372314 -0.0021553
 -0.00097656]"
+6db,pump,id_02,normal,00000891.wav,E:\+6db/pump/id_02/normal/00000891.wav,"[ 4.1961670e-05 -1.8234253e-03 -4.3640137e-03 ...  1.4228821e-03
  7.7438354e-04 -8.3923340e-04]"
+6db,pump,id_02,normal,00000892.wav,E:\+6db/pump/id_02/normal/00000892.wav,"[-0.00470734 -0.00209427 -0.00198364 ... -0.00021744 -0.00273895
 -0.00517273]"
+6db,pump,id_02,normal,00000893.wav,E:\+6db/pump/id_02/normal/00000893.wav,"[ 0.00178146  0.0036087   0.0045166  ... -0.00098801 -0.00085831
  0.00322342]"
+6db,pump,id_02,normal,00000894.wav,E:\+6db/pump/id_02/normal/00000894.wav,[0.00520325 0.00602722 0.00463867 ... 0.00471878 0.00452042 0.00465393]
+6db,pump,id_02,normal,00000895.wav,E:\+6db/pump/id_02/normal/00000895.wav,"[-0.00363159 -0.00323105 -0.00252533 ... -0.00123215  0.00237274
  0.00526047]"
+6db,pump,id_02,normal,00000896.wav,E:\+6db/pump/id_02/normal/00000896.wav,[0.00863266 0.01083755 0.00954437 ... 0.00270462 0.00228119 0.00232697]
+6db,pump,id_02,normal,00000897.wav,E:\+6db/pump/id_02/normal/00000897.wav,"[-0.00216675 -0.00270844 -0.00294113 ...  0.00104904 -0.00236893
 -0.00164795]"
+6db,pump,id_02,normal,00000898.wav,E:\+6db/pump/id_02/normal/00000898.wav,[0.00146484 0.00135803 0.00234985 ... 0.00315475 0.00502396 0.00429153]
+6db,pump,id_02,normal,00000899.wav,E:\+6db/pump/id_02/normal/00000899.wav,"[ 0.00105667  0.0002594   0.00128174 ... -0.00199127 -0.00318909
 -0.00383759]"
+6db,pump,id_02,normal,00000900.wav,E:\+6db/pump/id_02/normal/00000900.wav,[0.00010681 0.001297   0.00130844 ... 0.00239182 0.00370407 0.00338745]
+6db,pump,id_02,normal,00000901.wav,E:\+6db/pump/id_02/normal/00000901.wav,"[ 2.8991699e-03  1.3046265e-03  1.3618469e-03 ... -8.0108643e-05
 -2.9602051e-03 -4.7378540e-03]"
+6db,pump,id_02,normal,00000902.wav,E:\+6db/pump/id_02/normal/00000902.wav,"[-0.00289917 -0.00179672 -0.00164795 ...  0.00050354 -0.00084305
 -0.00084305]"
+6db,pump,id_02,normal,00000903.wav,E:\+6db/pump/id_02/normal/00000903.wav,"[-0.00355148 -0.00249481 -0.00300217 ...  0.0029335   0.00562286
  0.00563431]"
+6db,pump,id_02,normal,00000904.wav,E:\+6db/pump/id_02/normal/00000904.wav,"[ 0.0027771   0.00030518 -0.00135422 ...  0.00313568  0.00365448
  0.00145721]"
+6db,pump,id_02,normal,00000905.wav,E:\+6db/pump/id_02/normal/00000905.wav,"[ 0.00020981 -0.00242233 -0.00489426 ...  0.00113297  0.00255966
  0.00448227]"
+6db,pump,id_02,normal,00000906.wav,E:\+6db/pump/id_02/normal/00000906.wav,"[ 0.00396347  0.0004921  -0.00216675 ...  0.00244904  0.00190353
  0.00113678]"
+6db,pump,id_02,normal,00000907.wav,E:\+6db/pump/id_02/normal/00000907.wav,"[ 0.00549316  0.0026741   0.00084686 ...  0.00175858  0.00074005
 -0.00078583]"
+6db,pump,id_02,normal,00000908.wav,E:\+6db/pump/id_02/normal/00000908.wav,"[ 0.00231552  0.00256729  0.00381851 ...  0.00047302 -0.00049973
 -0.00077057]"
+6db,pump,id_02,normal,00000909.wav,E:\+6db/pump/id_02/normal/00000909.wav,"[ 0.00021362  0.00021744  0.0009613  ... -0.00030899 -0.00125504
 -0.00019836]"
+6db,pump,id_02,normal,00000910.wav,E:\+6db/pump/id_02/normal/00000910.wav,"[-1.5335083e-03 -7.0953369e-04  6.4849854e-05 ...  2.5939941e-04
 -1.9836426e-04  1.2664795e-03]"
+6db,pump,id_02,normal,00000911.wav,E:\+6db/pump/id_02/normal/00000911.wav,"[ 0.00047684  0.00082779 -0.00031281 ...  0.00418854  0.00431442
  0.00716782]"
+6db,pump,id_02,normal,00000912.wav,E:\+6db/pump/id_02/normal/00000912.wav,"[ 0.00582123  0.00478363  0.00262833 ... -0.0089035  -0.00905228
 -0.00797272]"
+6db,pump,id_02,normal,00000913.wav,E:\+6db/pump/id_02/normal/00000913.wav,"[-1.6822815e-03  1.2588501e-04  2.3269653e-03 ...  9.5748901e-04
  4.5776367e-05 -1.1482239e-03]"
+6db,pump,id_02,normal,00000914.wav,E:\+6db/pump/id_02/normal/00000914.wav,"[-0.0023613  -0.00032806  0.00214005 ... -0.00793076 -0.00663376
 -0.00111008]"
+6db,pump,id_02,normal,00000915.wav,E:\+6db/pump/id_02/normal/00000915.wav,[0.00269318 0.00189972 0.0012207  ... 0.00114441 0.00109863 0.00224304]
